wz,jobs,lat,lon
E33005771,378,53.48906256,-2.11157905
E33005772,503,53.48674475,-2.09866193
E33005773,3032,53.49015410,-2.09420295
E33005774,586,53.48444288,-2.10745822
E33005775,243,53.48529941,-2.10511000
E33005776,255,53.47780749,-2.12985604
E33005777,313,53.48025796,-2.13160296
E33005778,664,53.47228763,-2.13653363
E33005779,265,53.47917206,-2.05660154
E33005780,279,53.47137115,-2.02918449
E33005781,259,53.47146015,-2.03684880
E33005782,455,53.47971309,-2.07059968
E33005783,472,53.48072536,-2.05008172
E33005784,514,53.48111306,-2.06449879
E33005785,404,53.47510714,-2.06462592
E33005786,783,53.47796423,-2.08075961
E33005787,316,53.47655988,-2.08342382
E33005788,263,53.47761153,-2.09264935
E33005789,263,53.48025670,-2.09807980
E33005790,601,53.46838265,-2.09290419
E33005791,227,53.47912065,-2.09369199
E33005792,278,53.47281654,-2.08903105
E33005793,265,53.47118796,-2.07518484
E33005794,272,53.47304662,-2.06730419
E33005795,456,53.47245641,-2.08786522
E33005796,576,53.46977076,-2.07239118
E33005797,582,53.47373544,-2.11953943
E33005798,820,53.46864143,-2.11092506
E33005799,654,53.46666756,-2.11905431
E33005800,339,53.46473488,-2.09159640
E33005801,348,53.46099031,-2.08200655
E33005802,247,53.45500866,-2.08401633
E33005803,659,53.46416462,-2.07568939
E33005804,242,53.45902628,-2.08126804
E33005805,469,53.46038598,-2.07248764
E33005806,332,53.45610194,-2.06882911
E33005807,390,53.45526410,-2.07632925
E33005808,300,53.46523583,-2.06267918
E33005809,303,53.46174576,-2.11310745
E33005810,345,53.45152561,-2.11433816
E33005811,277,53.45521102,-2.10968148
E33005812,298,53.45835774,-2.06194492
E33005813,895,53.45085474,-2.05096354
E33005814,268,53.45234992,-2.06981656
E33005815,671,53.46411256,-2.05762383
E33005816,333,53.45903641,-2.01317581
E33005817,323,53.44093231,-2.01152697
E33005818,379,53.46226252,-1.99280522
E33005819,373,53.45144454,-2.14546812
E33005820,379,53.45458959,-2.15163684
E33005821,453,53.45536761,-2.13345498
E33005822,289,53.45901637,-2.12392763
E33005823,983,53.45531198,-2.12029183
E33005824,631,53.45544222,-2.10402537
E33005825,542,53.44355646,-2.03175346
E33005826,578,53.44959487,-2.02837311
E33005827,321,53.45358127,-2.02195803
E33005828,584,53.44950078,-2.07680003
E33005829,314,53.44401467,-2.06446679
E33005830,263,53.44780929,-2.07721712
E33005831,601,53.45215610,-2.08502301
E33005832,325,53.44570528,-2.07228500
E33005833,290,53.44695802,-2.08646546
E33005834,323,53.44917849,-2.06924142
E33005835,335,53.45173950,-2.07463615
E33005836,394,53.44351255,-2.10016806
E33005837,410,53.44520883,-2.11197803
E33005838,419,53.44003410,-2.09954652
E33005839,548,53.43617468,-2.07858460
E33005840,365,53.44135584,-2.07512519
E33005841,301,53.43644504,-2.06961457
E33005842,250,53.44080571,-2.06479800
E33005843,494,53.45735508,-2.26277483
E33005844,493,53.46303163,-2.27277196
E33005845,305,53.46212427,-2.26308517
E33005846,327,53.45869153,-2.26390345
E33005847,399,53.45975141,-2.27460431
E33005848,337,53.46498940,-2.26558187
E33005849,341,53.46046415,-2.25877278
E33005850,300,53.45477838,-2.34624690
E33005851,489,53.45753040,-2.35692350
E33005852,328,53.45812028,-2.35490888
E33005853,539,53.45754034,-2.29052708
E33005854,864,53.46047446,-2.29060487
E33005855,275,53.45360187,-2.31011455
E33005856,471,53.45705702,-2.29400891
E33005857,525,53.45762498,-2.30412310
E33005858,1020,53.45380608,-2.30050243
E33005859,319,53.45793910,-2.29559916
E33005860,418,53.45371861,-2.27182112
E33005861,382,53.45160243,-2.27900761
E33005862,374,53.45443043,-2.28294980
E33005863,240,53.45106885,-2.37389267
E33005864,579,53.44429986,-2.38441575
E33005865,335,53.45716763,-2.36984344
E33005866,297,53.45180859,-2.38149238
E33005867,490,53.46138466,-2.36525737
E33005868,250,53.45766706,-2.32393778
E33005869,336,53.44628507,-2.32981533
E33005870,334,53.44721446,-2.31865142
E33005871,303,53.45404238,-2.32599687
E33005872,336,53.44739548,-2.40003550
E33005873,257,53.45502568,-2.39522041
E33005874,287,53.45083535,-2.39014143
E33005875,586,53.44750643,-2.39427460
E33005876,371,53.45069350,-2.33551149
E33005877,490,53.44258822,-2.31452108
E33005878,275,53.43524906,-2.31694471
E33005879,272,53.46011378,-2.33223061
E33005880,630,53.44832179,-2.35624673
E33005881,353,53.44671909,-2.34490352
E33005882,276,53.44852262,-2.34287915
E33005883,475,53.44949254,-2.35098568
E33005884,297,53.45321738,-2.35979019
E33005885,288,53.44915377,-2.36619413
E33005886,365,53.44524734,-2.36261367
E33005887,286,53.44251942,-2.36816303
E33005888,379,53.44902520,-2.30783687
E33005889,251,53.44375665,-2.29824236
E33005890,334,53.45091613,-2.31020321
E33005891,445,53.44526707,-2.30586758
E33005892,302,53.44859059,-2.30023709
E33005893,270,53.43068679,-2.32135958
E33005894,357,53.42962112,-2.31862671
E33005895,254,53.42533083,-2.33320713
E33005896,641,53.42809061,-2.32298829
E33005897,318,53.42931412,-2.32503620
E33005898,705,53.42179340,-2.33014064
E33005899,315,53.42314365,-2.35530433
E33005900,383,53.42967982,-2.34237990
E33005901,384,53.43060525,-2.35381066
E33005902,309,53.43088644,-2.34259419
E33005903,276,53.42776785,-2.29971445
E33005904,284,53.41745845,-2.30875831
E33005905,279,53.42118136,-2.30831391
E33005906,275,53.42110367,-2.30083589
E33005907,422,53.42033832,-2.30462518
E33005908,290,53.41420645,-2.30559026
E33005909,295,53.41783383,-2.32465454
E33005910,243,53.41678977,-2.32053298
E33005911,369,53.42309762,-2.31139877
E33005912,377,53.42345549,-2.31931020
E33005913,961,53.42385409,-2.31694824
E33005914,464,53.41872628,-2.31731736
E33005915,378,53.41639963,-2.32541910
E33005916,313,53.42695275,-2.32082013
E33005917,859,53.42362614,-2.32608607
E33005918,404,53.41948166,-2.33900074
E33005919,288,53.42505402,-2.34223656
E33005920,284,53.41498589,-2.34957212
E33005921,603,53.41926532,-2.33762915
E33005922,394,53.41594781,-2.43660928
E33005923,518,53.42101277,-2.42310108
E33005924,424,53.41771269,-2.42542867
E33005925,447,53.41901613,-2.29243463
E33005926,418,53.41442619,-2.30123249
E33005927,452,53.40576979,-2.36443572
E33005928,320,53.40129739,-2.36020662
E33005929,396,53.41400760,-2.35744609
E33005930,290,53.40973397,-2.34621480
E33005931,300,53.40896750,-2.33909490
E33005932,433,53.40154238,-2.34202322
E33005933,266,53.41596213,-2.33501231
E33005934,646,53.40400976,-2.34090193
E33005935,473,53.40122000,-2.32481797
E33005936,364,53.40991822,-2.32426262
E33005937,436,53.40421613,-2.33147345
E33005938,274,53.39002904,-2.31069379
E33005939,556,53.39804323,-2.31720008
E33005940,339,53.39254445,-2.31030703
E33005941,297,53.40217734,-2.33581304
E33005942,252,53.38949100,-2.32121204
E33005943,239,53.39201148,-2.33178411
E33005944,297,53.39672879,-2.32562685
E33005945,269,53.39665616,-2.32044183
E33005946,309,53.39282383,-2.33424204
E33005947,715,53.38551850,-2.33802678
E33005948,835,53.38494626,-2.34587067
E33005949,385,53.39789336,-2.35301789
E33005950,353,53.39946596,-2.34997902
E33005951,613,53.39038518,-2.34374207
E33005952,652,53.39682912,-2.35090428
E33005953,372,53.40192394,-2.35285868
E33005954,267,53.39502177,-2.35124260
E33005955,417,53.39082230,-2.34682612
E33005956,390,53.39619355,-2.35958794
E33005957,479,53.39519902,-2.37098647
E33005958,343,53.38899243,-2.37352441
E33005959,295,53.38271110,-2.39903807
E33005960,326,53.38630326,-2.35851967
E33005961,731,53.39219068,-2.35139301
E33005962,311,53.39356544,-2.41556275
E33005963,341,53.38260061,-2.32516156
E33005964,314,53.38293669,-2.33634072
E33005965,290,53.37574491,-2.34311725
E33005966,289,53.37181115,-2.34065063
E33005967,581,53.37972494,-2.34363868
E33005968,225,53.38031777,-2.36880776
E33005969,471,53.38151404,-2.34860122
E33005970,307,53.37747354,-2.36072949
E33005971,279,53.38261207,-2.35536758
E33005972,294,53.37246251,-2.35673084
E33005973,409,53.37650961,-2.35124775
E33005974,320,53.38123319,-2.36045591
E33005975,282,53.37251452,-2.36527699
E33005976,313,53.37390132,-2.32176914
E33005977,254,53.38067314,-2.31777941
E33005978,324,53.36424502,-2.29785052
E33005979,248,53.36715342,-2.31236230
E33005980,301,53.37221113,-2.31555689
E33005981,321,53.36771832,-2.32650462
E33005982,303,53.59001231,-2.68522815
E33005983,358,53.58734935,-2.66976440
E33005984,411,53.59272300,-2.67293183
E33005985,535,53.58617708,-2.66336573
E33005986,261,53.58886737,-2.66042563
E33005987,497,53.59321913,-2.65573562
E33005988,583,53.58474988,-2.66006341
E33005989,239,53.57407920,-2.69941471
E33005990,339,53.57608682,-2.68549895
E33005991,266,53.56249720,-2.66858786
E33005992,636,53.58378452,-2.70638927
E33005993,285,53.57109157,-2.69420850
E33005994,279,53.57145586,-2.70121174
E33005995,282,53.56987726,-2.58990924
E33005996,334,53.57329664,-2.60971322
E33005997,257,53.59257818,-2.63486554
E33005998,257,53.57004887,-2.58364695
E33005999,298,53.55813440,-2.65367146
E33006000,434,53.56283629,-2.64403948
E33006001,668,53.55441288,-2.65585301
E33006002,225,53.55889995,-2.64586520
E33006003,285,53.55443923,-2.62206622
E33006004,292,53.56518875,-2.63325160
E33006005,517,53.55283131,-2.62772820
E33006006,368,53.55706636,-2.63451538
E33006007,2225,53.55757993,-2.62952567
E33006008,280,53.56200985,-2.58227489
E33006009,1011,53.55693793,-2.59816723
E33006010,253,53.55146310,-2.64589145
E33006011,464,53.54853244,-2.64474352
E33006012,785,53.55200161,-2.63413175
E33006013,266,53.55574346,-2.63819687
E33006014,418,53.55545608,-2.64868611
E33006015,325,53.54638603,-2.61102458
E33006016,359,53.55284880,-2.61896210
E33006017,253,53.54346973,-2.62444148
E33006018,224,53.54266250,-2.62194405
E33006019,304,53.54402599,-2.61216064
E33006020,484,53.54889964,-2.62324749
E33006021,1382,53.55237828,-2.68231288
E33006022,808,53.54723701,-2.65453183
E33006023,650,53.54147850,-2.67259279
E33006024,288,53.54836518,-2.68528150
E33006025,429,53.54161884,-2.68692015
E33006026,305,53.53834253,-2.69466945
E33006027,248,53.53815671,-2.61305844
E33006028,248,53.54054979,-2.62224732
E33006029,307,53.53494948,-2.61459554
E33006030,543,53.53963303,-2.60578519
E33006031,472,53.55254723,-2.59441104
E33006032,465,53.54338974,-2.59032361
E33006033,440,53.53356891,-2.57809583
E33006034,296,53.53814636,-2.57014199
E33006035,329,53.52759222,-2.57419623
E33006036,554,53.53458697,-2.58147275
E33006037,276,53.53998530,-2.57626055
E33006038,325,53.53232603,-2.58484650
E33006039,328,53.53826171,-2.66979347
E33006040,477,53.53364927,-2.67640039
E33006041,387,53.53623601,-2.66585366
E33006042,718,53.53655437,-2.68291512
E33006043,434,53.53441619,-2.68049486
E33006044,444,53.53135463,-2.67558310
E33006045,389,53.52940305,-2.64379592
E33006046,442,53.54008603,-2.63717236
E33006047,589,53.53930714,-2.65208242
E33006048,316,53.53247291,-2.65047038
E33006049,617,53.53328323,-2.56415013
E33006050,345,53.52957336,-2.56705686
E33006051,367,53.52983929,-2.48659647
E33006052,394,53.53625937,-2.49504401
E33006053,378,53.52703838,-2.49458882
E33006054,610,53.52948569,-2.50725018
E33006055,250,53.52795744,-2.71420625
E33006056,322,53.53961283,-2.70079163
E33006057,272,53.53285928,-2.71130856
E33006058,321,53.52143235,-2.71461254
E33006059,432,53.53981682,-2.70639435
E33006060,766,53.52370944,-2.70293593
E33006061,285,53.52740453,-2.54172690
E33006062,372,53.52435584,-2.54934163
E33006063,510,53.52926126,-2.54540456
E33006064,744,53.52721019,-2.54730943
E33006065,310,53.52224999,-2.53785559
E33006066,471,53.51817324,-2.65028686
E33006067,688,53.52434596,-2.64205429
E33006068,338,53.52122327,-2.66852256
E33006069,301,53.52146274,-2.67138925
E33006070,501,53.52831331,-2.67149012
E33006071,323,53.51747737,-2.65526655
E33006072,450,53.51396251,-2.47795781
E33006073,520,53.51937761,-2.47880701
E33006074,398,53.51628033,-2.47579747
E33006075,433,53.52529792,-2.48618471
E33006076,402,53.52865190,-2.47928876
E33006077,509,53.52766645,-2.50326694
E33006078,476,53.52362716,-2.49084491
E33006079,319,53.52257093,-2.50712202
E33006080,294,53.52108201,-2.49881738
E33006081,276,53.51701484,-2.50896445
E33006082,454,53.52109341,-2.49041742
E33006083,491,53.52383581,-2.49476261
E33006084,318,53.52826591,-2.61097291
E33006085,611,53.52230689,-2.59593213
E33006086,449,53.51948759,-2.60166046
E33006087,358,53.51343837,-2.60450986
E33006088,329,53.51403338,-2.44363938
E33006089,307,53.51423655,-2.46927458
E33006090,444,53.51522535,-2.47125097
E33006091,420,53.51415419,-2.46373464
E33006092,400,53.51783015,-2.46097829
E33006093,307,53.50852554,-2.59231722
E33006094,838,53.51777150,-2.57697643
E33006095,744,53.51653151,-2.54961386
E33006096,337,53.51443364,-2.59068838
E33006097,367,53.50957808,-2.52180167
E33006098,521,53.51411678,-2.52982561
E33006099,285,53.50975093,-2.52941928
E33006100,341,53.50832600,-2.44992312
E33006101,724,53.50479524,-2.46065020
E33006102,433,53.49512663,-2.46461494
E33006103,281,53.49918583,-2.45406950
E33006104,461,53.50378855,-2.44532293
E33006105,280,53.51212821,-2.43146163
E33006106,289,53.50860129,-2.43994143
E33006107,342,53.50895861,-2.43019944
E33006108,512,53.49723695,-2.52005111
E33006109,324,53.49984424,-2.51817162
E33006110,343,53.50501123,-2.52109273
E33006111,321,53.49976911,-2.52093633
E33006112,350,53.49526106,-2.52240023
E33006113,560,53.49738631,-2.51603354
E33006114,697,53.50387649,-2.52504272
E33006115,849,53.49732569,-2.50876334
E33006116,610,53.49488823,-2.48925275
E33006117,328,53.49475712,-2.50470832
E33006118,463,53.50085905,-2.64862955
E33006119,258,53.49670208,-2.64403510
E33006120,386,53.50360645,-2.64455998
E33006121,391,53.51028442,-2.64976650
E33006122,360,53.49914468,-2.54076466
E33006123,284,53.49430185,-2.55039716
E33006124,429,53.49800103,-2.52987666
E33006125,326,53.48819486,-2.49862354
E33006126,324,53.49352474,-2.50354431
E33006127,287,53.49697192,-2.49637213
E33006128,464,53.49374900,-2.49082836
E33006129,612,53.48788008,-2.62705752
E33006130,517,53.49434093,-2.62487159
E33006131,414,53.49364018,-2.64504041
E33006132,376,53.48862846,-2.64145579
E33006133,592,53.48829201,-2.63651318
E33006134,290,53.48475123,-2.63936953
E33006135,240,53.49208845,-2.52214952
E33006136,495,53.48874145,-2.53025100
E33006137,617,53.49211579,-2.51827010
E33006138,335,53.48294408,-2.52202337
E33006139,579,53.47476071,-2.59766672
E33006140,699,53.48183465,-2.60464732
E33006141,296,53.47720678,-2.59549822
E33006142,643,53.47903292,-2.59703808
E33006143,430,53.47280731,-2.59266577
E33006144,287,53.47897980,-2.60272656
E33006145,289,53.47901334,-2.58077662
E33006146,383,53.46624790,-2.57774456
E33006147,716,53.48427793,-2.59265860
E33006148,554,53.47394452,-2.57922856
E33006149,951,53.47950218,-2.54599269
E33006150,594,53.47374471,-2.55414789
E33006151,455,53.46935633,-2.56687849
E33006152,366,53.47949721,-2.53974548
E33006153,430,53.47327009,-2.56162448
E33008865,298,53.53465495,-2.13821567
E33008866,235,53.53594712,-2.13238370
E33008867,554,53.53796318,-2.12946239
E33008868,514,53.52951641,-2.12256868
E33008869,247,53.53117221,-2.13113302
E33008870,340,53.52844409,-2.12823581
E33008871,394,53.53398324,-2.12298361
E33008872,258,53.53543221,-2.13046165
E33008892,276,53.49278217,-2.22386700
E33008893,428,53.48584716,-2.22670125
E33008894,255,53.48418031,-2.23720603
E33008895,256,53.48631188,-2.23334401
E33008896,418,53.48781625,-2.23947185
E33008897,543,53.49035158,-2.22984830
E33008898,311,53.48285753,-2.23870973
E33008899,272,53.48426394,-2.23598555
E33008900,1150,53.48405026,-2.24112259
E33008901,360,53.48827095,-2.23549252
E33008902,344,53.47982831,-2.23074247
E33008903,435,53.47562405,-2.23744062
E33008904,300,53.48467837,-2.23148331
E33008905,440,53.47292102,-2.23995586
E33008906,974,53.47449898,-2.23742885
E33008907,292,53.47805956,-2.22516892
E33008908,358,53.47837365,-2.22323750
E33008909,331,53.47614211,-2.23159788
E33008910,302,53.48185828,-2.22472869
E33008911,728,53.47731262,-2.23451489
E33008912,957,53.47962754,-2.23643189
E33008913,272,53.49185950,-2.23269301
E33008914,596,53.49293170,-2.23858726
E33008915,250,53.50350999,-2.23266738
E33008916,300,53.50445877,-2.23611433
E33008917,1114,53.49711082,-2.23473771
E33008918,540,53.49733264,-2.22739367
E33008919,811,53.49991034,-2.22814477
E33008920,1102,53.48951560,-2.24102382
E33008921,430,53.47225288,-2.24815940
E33008922,376,53.46932332,-2.23905476
E33008923,1019,53.47320191,-2.24217446
E33008924,1645,53.47524452,-2.24117239
E33008925,585,53.47400850,-2.23880129
E33008926,1140,53.47284504,-2.24650287
E33008927,466,53.47576444,-2.23867485
E33008928,1374,53.47223807,-2.23813127
E33008929,266,53.50079720,-2.23868062
E33008930,377,53.51051094,-2.24413945
E33008931,403,53.49857404,-2.25105064
E33008932,394,53.50691974,-2.24360241
E33008933,350,53.48818991,-2.24404495
E33008934,310,53.47067871,-2.26391239
E33008935,351,53.47081083,-2.26114727
E33008936,269,53.46887235,-2.25331180
E33008937,627,53.47278063,-2.26166094
E33008938,425,53.47679666,-2.25729142
E33008939,554,53.47454492,-2.24609564
E33008940,1962,53.47595249,-2.24466745
E33008941,492,53.47502098,-2.25187468
E33008942,399,53.47624581,-2.25293842
E33008943,485,53.47423406,-2.24517495
E33008944,429,53.47268067,-2.25092694
E33008945,690,53.47446101,-2.25476558
